,Unnamed: 0.1,Unnamed: 0,file_name,key,duration,npvi,note_density,pc_dist1,pitch_range,genre,contains_mono,mono_chn,pc_dist2,iv_dist1,ivsize_dist1,ivdir_dist1,iv_dist2,complexity,originality,gradus
346,346,346,347.mid,G,257.70823025,49.5796558022039,4.87783932328567,[0.085323290662481 0.00151952751932578 0.170033321526396 0.0301138136768774 0.104169792174908 0.0201982969272999 0.0817265665183345 0.245660077464079 0 0.130678478509768 0.00868829972392602 0.121888535296585],52,pop,1.0,1.0,[0 0 0 0 0 0 0 0 0 0 0 0.0236599679940953;0 0 0 0 0 0 0 0 0 0 0 0;0.0038839285056205 0 0.0152783210868989 0.0175579044389657 0.0158782366770165 0 0.0189160181037054 0.0407155071988433 0 0 0 0;0 0 0 0 0 0.0153278131738964 0 0 0 0 0 0;0 0 0 0 0 0 0 0.038461977630448 0 0 0 0;0 0 0 0 0 0 0 0.015833905118731 0 0 0 0;0 0 0 0 0 0 0 0.0689884346184389 0 0 0 0.00743564697932053;0.0158083760593156 0 0.0321580480863973 0 0.0119683190674042 0 0.0335958766056551 0.0248557335807588 0 0.0997121937403507 0 0.0551191316919644;0 0 0 0 0 0 0 0 0 0 0 0;0 0 0.0415857187743748 0 0 0 0 0.0739164687230089 0 0 0.00952245274440089 0.0946774457076132;0 0 0 0 0 0 0 0 0 0.0288710584836228 0 0;0 0 0.0320133377318654 0 0 0 0.0158782366770169 0.00634726220842299 0 0.129761584392283 0 0.0122710941944733],[0.0160426945711471 0.0193313703844892 0 0 0 0.0705815472185881 0 0.044049654619902 0.0139332139981831 0.0155834948776419 0.158163021948437 0.0683204050176764 0.0232364950230403 0.0705855864045454 0.236942818639443 0.082779930393887 0.0754861905206438 0.0776786254011787 0 0.00766368335413543 0 0 0 0 0.0196212676267621],[0.0232364950230403 0.138905991422222 0.39510584058788 0.0983634252715288 0.0894194045188268 0.121728280021081 0 0.0782452305727235 0 0 0 0.0193313703844892 0.0356639621979092],[0.0163072979334903 0.199389096789327 0.683144525831138 0.68836263061337 0.276262597117554 0 -0.804111169510516 0 0 0 -1 0.10034143250143],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0152420441388791 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0.00765207817882912 0 0 0 0 0 0 0 0 0.0425333994271661 0.00753176912001663 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0.0155161252424613 0 0 0 0 0 0 0 0.036306642872802 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0.0192835286608081 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01907862731576 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0.0310147866496854 0 0.0198471418669178 0 0 0.0594185493569618 0.0264285770929209 0.00734815074635781 0 0 0 0 0 0 0 0 0 0 0 0;0 0.0189986213914922 0 0 0 0.0151836438593129 0 0 0.0136933829445694 0 0 0 0.0157665532341733 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.0130688679538396 0 0 0 0.0185279734130141 0.00805074601739303 0.0155009264164643 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0.0213433810848555 0 0 0.0508292260587086 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0.0157922121654427 0 0 0.065286342528077 0 0 0.0136915063455592 0.103526578621446 0.0272209496701749 0 0.0157568303052918 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0.0154883767541575 0 0.0155009264164643 0 0.016152528241916 0.0415366036047668 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.0348797198994763 0 0 0.0193724543717706 0 0.0154883767541575 0 0.0115163477682406 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0.0153152577002056 0 0.0193724543717704 0 0 0.0292375963632457 0.0115163477682406 0 0 0 0.00753176912001663 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0.00765207817882879 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],4.38391032990664,7.63321588235294,7.08823529411765
347,347,347,348.mid,C#,263.457328533333,58.3622889725718,6.10195387101513,[0.0760441446930809 0.143109435026259 0 0.143098353824642 0 0.196662417200018 0.0675064828697545 0.000495332328219491 0.208571163765827 0.00757253351351271 0.155661076244183 0.00127906053448318],41,pop,,,,,,,,,,
348,348,348,349.mid,D,202.69140625,55.1864964640714,6.49489795918367,[0 0.0584088822897042 0.155576836448807 0.0173800314726042 0.161500751769805 0 0.148291870350173 0.102034081317735 0.037082824029426 0.176379395427271 0.000140472726617747 0.143204854167834],46,pop,1.0,1.0,[0 0 0 0 0 0 0 0 0 0 0 0;0 0 0.0404297377659005 0 0.0511642729497285 0 0.00490378410200837 0 0.00949650264309597 0.0230282496189827 0 0;0 0.00541732246500418 0.0131118585063905 0 0 0 0.00508986099018769 0.0189930052861919 0 0.0241282726413068 0 0.0522978187692845;0 0 0 0 0.00679188506377601 0 0.00253220574172034 0 0 0 0 0.0126325106747267;0 0.0592263292682412 0.0195387569888098 0 0.0106817113655751 0 0.0680854032632794 0 0.00414728981710685 0.0284895079292879 0 0;0 0 0 0 0 0 0 0 0 0 0 0;0 0 0.0238638905759524 0.0145609141265367 0.0410844518212435 0 0 0.0429486432455759 0.0232121746182091 0.00996819558544905 0 0.00490378410200837;0 0.0380395928065347 0.00260828221039502 0 0.0347615239925494 0 0 0 0 0.0127035595217199 0 0;0 0.00492842642955185 0 0 0.0126301292378188 0 0.00949650264309597 0 0 0 0 0.00987830968517279;0 0.0120821194272158 0.0252650213494535 0 0.0150352770721024 0 0.0200685005184554 0 0.00264672648214637 0.00489683366053581 0 0.0362177266800713;0 0 0 0 0 0 0 0 0 0 0 0;0 0 0.0252650213494535 0 0.0176037992840629 0 0.0575498400475847 0.0285430901634387 0.00619556232256804 0.00285581518783142 0 0],[0 0.00700772711181118 0 0.00693675820526384 0 0.079027714788704 0 0.0527907072401719 0.0831592273713921 0.169214010495446 0.0708175585405576 0.0146087778701793 0.0168831828464906 0.0773810642009349 0.126832975621951 0.0966218848413513 0.0296028407815824 0.0213195219545175 0.0366222726938502 0.0605728341876375 0.0198088763798671 0.0138735164105277 0 0 0.0169185484576049],[0.0168831828464906 0.0919898420711142 0.197650534162508 0.265835895336797 0.112762068152975 0.0741102291946894 0.0366222726938502 0.139600548976341 0.0198088763798671 0.0208102746157915 0 0.00700772711181118 0.0169185484576049],[0.682382803551597 0.283406353131013 -0.273071195152652 -0.474950375308427 -0.424653730363981 1 -0.132197765240838 1 0.333333333333333 0 -1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00479536991444828 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00472440100790121 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0.00916202094428164 0 0 0 0 0 0.0112914811235334 0 0 0.0213195219544358 0.0182982308051467 0.0184417357240385 0 0.00472440100790121 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0.00693027439703851 0.0319792829316538 0.0214343777845004 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0.0198088763797913 0 0.00977801953741369 0.00995290844938741 0 0.0142723556994765 0 0 0 0.0183240418885633 0.00472440100790121 0 0 0 0 0;0 0.00700772711178435 0 0 0 0.025234989010384 0 0.02744734620772 0.0160858736078106 0 0 0 0 0.0406773802610836 0 0.0106597609772179 0 0 0 0.00914911540257335 0.0198088763797913 0.00914911540257335 0 0 0;0 0 0 0 0 0 0 0.0184130866352112 0 0.04847380031287 0 0.00483075833270968 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0.00694862865412549 0 0 0.00984764130480438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0.00916202094428161 0 0 0 0 0 0 0 0.0157035957523098 0 0 0.00488900976870684 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0.0602355630913269 0 0 0 0 0.0215959441226685 0 0 0 0 0 0 0 0 0 0;0 0 0 0.00693675820523728 0 0 0 0 0.0282419095926775 0 0.010366693127932 0 0 0 0.0203306457147391 0.0301459807265231 0.00917484402125804 0 0 0.0185732023697374 0 0 0 0 0;0 0 0 0 0 0.02744734620772 0 0 0 0.0244452883421933 0.0235794322374703 0 0 0 0.0216787926498446 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0.00693675820523728 0 0 0 0 0 0 0 0.00472440100790121 0 0.0142323866150445 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0.0169185484575401 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0368593555142946 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0.00693027439703851 0 0.00710136696604292 0.0368714331748841 0 0 0 0.0162293785267024 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0.0124599927109346 0 0 0 0.00914911540257335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0.0106597609772179 0 0 0 0 0 0 0.00472440100790121 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],4.47221034708097,9.36788136752137,7.32478632478632
349,349,349,350.mid,C,242.289694654167,40.9901547008323,6.21888412017167,[0.150351210168069 0.0349197797304547 0.12646942853873 0.0343296353572305 0.114149936837416 0.0637486639950672 0.0254680053484536 0.202065761449777 0.0544401791008762 0.110498261296713 0.0224316522939378 0.0611274858832538],57,pop,1.0,1.0,[0 0 0.00319760491719357 0 0.000848874197709631 0 0 0.0207236787405085 0.0187642919096273 0.0840982651457038 0 0;0 0 0 0.00617155147614444 0 0 0 0 0.00735531326222716 0 0.0314281356461224 0;0.0952849858682145 0 0 0 0.052523466882563 0 0 0.000400105940513478 0 0.00110882823347794 0 0;0 0.051122889660339 0 0.00124362786885656 0 0.0329295396243623 0 0 0 0 0 0;0.00379313046794923 0 0.0240712287883478 0 0.00272308088923755 0 0 0.0263599818925502 0 0.00154589167562376 0 0;0 0.0141788738141469 0 0.0139864712206079 0 0.00195965755947675 0 0 0.0180653924948758 0 0.00210603971233164 0;0 0 0 0 0 0 0 0 0 0 0 0;0.00355857797954552 0 0.0353799482722343 0 0.00863884933763949 0 0 0.0159855604015361 0 0.0742335970527366 0 0;0 0 0 0.0351778324683713 0 0.0103118504199147 0 0 0.00723083902791259 0 0.0531267636930888 0;0.038476506487368 0 0.0730773163155068 0 0.00367867056461817 0 0 0.0445687602524835 0 0.00844652823512434 0 0.00177585221410197;0 0.00622837338800894 0 0.0237094311400222 0 0.00253436165904017 0 0 0.0351197214970923 0 0 0;0 0 0 0 0.0001267131481062 0 0 0.00140556896075287 0 0 0 0.00121746959044539],[0.00524602354597239 0 0 0.00551010495613678 0 0.0131523420793602 0 0.0504864159158351 0.0322027540314114 0.108972534840781 0.201730713390315 0 0.0691275253426279 0 0.230937711672287 0.137303997132041 0.0028847178301075 0.079987193237599 0 0.043460841594612 0.00371098916414259 0.0105794126005015 0.00470672266602471 0 0],[0.0691275253426279 0 0.432668425062602 0.246276531972823 0.0350874718615189 0.130473609153434 0 0.0566131836739722 0.00371098916414259 0.0160895175566383 0.00470672266602471 0 0.00524602354597239],[0 0.0675043441816833 0.115039228725157 -0.83556992413174 0.226105321322657 0 0.535361157037102 1 0.315068965027682 1 0 -1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0.00683005489314422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0.00375124184165782 0 0.00314727142533864 0 0 0.0104165683641591 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0.0134535774871254 0 0.0448493909322521 0 0 0 0 0.00325029855571668 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0.0118124824105444 0 0 0.00969598175667352 0 0.0073582673773322 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.0696268706633954 0 0.00301357665381355 0 0 0.0202108528391687 0 0.0313573128398143 0 0 0 0 0.00458350752532227 0 0;0 0 0 0 0 0.00440246120040011 0 0.0177912845526638 0.0132974494223958 0.0627208027561413 0.0452638574431739 0 0 0 0.0200171646750706 0 0 0 0 0.0361581505274228 0 0.00703714877275758 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.00769932748572444 0 0.0218387906468821 0 0.0161174251267313 0.0130089834845996 0 0 0 0.0029146510101978 0.00361384087552433 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0.00536585843777775 0 0.00998938557096141 0 0.0100455025791773 0 0 0.0180349427755674 0 0.00945083090440227 0 0.0153835576325154 0.10138311310791 0 0.0317523951586157 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0.0311940946708563 0 0.0247564526149363 0 0 0.0112225584661912 0 0.0607699278123207 0 0.00280920012096155 0 0 0 0 0.00326531022231283 0 0 0;0 0 0 0 0 0 0 0 0 0 0.00308298022527928 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0.00513211712808504 0 0 0.0240750043943304 0 0 0 0.0529043694775168 0 0 0.00436696871437015 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0.00656395929858754 0 0.029978786943561 0 0 0 0.00148292109064795 0.000591412016916671 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00286180335625158 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0.0114983241361346 0 0.00311724760113425 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.00368238199157479 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],5.17510209864084,6.68915523809524,6.61904761904762
350,350,350,351.mid,A,182.510093835417,57.040729554211,6.94155844155844,[0.0612535733037005 0 0.144378244481971 0 0.256529928719848 0.00560133228764088 0 0.0830804877033393 0 0.42342963024925 1.56535607295727e-05 0.0257111496934696],60,pop,,,,,,,,,,
351,351,351,352.mid,f,267.5125823,60.7895313794579,5.3859649122807,[0.189546865725816 0.0915772547344465 0 0.149951851539474 0 0.200827573937404 0 0.0522062854714177 0.169444797926802 0.000135905207278591 0.146132614463486 0.000176850993858461],57,pop,,,,,,,,,,
352,352,352,353.mid,E,275.573434325,58.103803027875,5.33876454401664,[0 0.129965303944507 0.0562596896715146 0 0.239745979624695 0.0049017420347172 0.113488622808736 0 0.0844987879493131 0.195334335360634 0 0.175805538605866],55,pop,,,,,,,,,,
353,353,353,354.mid,B,268.560037708333,64.9112930764651,5.5796178343949,[0 0.112471135164801 0 0.181835121147874 0.0986249086738431 0 0.258530969118679 0 0.0911060532597525 0.00410941490720986 0.0835023745300003 0.16982002319782],60,pop,,,,,,,,,,
354,354,354,355.mid,a,233.5404410625,63.7596349867362,7.5083135391924,[0.142562297159361 0 0.191970271872841 0 0.162131802268193 0.0101907339804717 0 0.191582542118812 3.77283181440572e-05 0.288108185671848 0 0.013416438610293],46,pop,1.0,1.0,[0.000870436315565404 0 0.0461377757365464 0 0.0295125470924716 0 0 0.00065714098045385 0 0.0520522969387421 0 0.00833125482515866;0 0 0 0 0 0 0 0 0 0 0 0;0.00749077750919566 0 0.0828030299141789 0 0.0391905399015149 0 0 0.0592961345947095 0 0.00025592908567143 0 0;0 0 0 0 0 0 0 0 0 0 0 0;0.000420403256925117 0 0.128120884766113 0 0 0 0 0.0149058637316541 0 0.0923014232745069 0 0;0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0;0.00224814587144768 0 0 0 0.0667061567566113 0 0 0.0133619994957295 0 0.0882824650071485 0 0;0 0 0 0 0 0 0 0 0 0 0 0;0.115556777232508 0 0.0118092077767178 0 0.00328574747973461 0 0 0.0756566631171362 0 0.0534071581476759 0 0;0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0.00733924118419333 0 0],[0 0 0.0166160367515936 0.0141993931482539 0 0.0782159789733406 0 0.00913873753693849 0.00199532825817963 0.132114729266738 0.224520792226117 0.0106405844770956 0.136495958317251 0 0.174246208117077 0.0948848692554586 0.0164946779335203 0.0559298070403021 0 0.00845817492580766 0 0.00839059938334065 0 0 0.0176581243888178],[0.136495958317251 0.0106405844770956 0.398767000343195 0.226999598522197 0.0184900061916999 0.0650685445772406 0 0.0866741538991483 0 0.0225899925315945 0.0166160367515936 0 0.0176581243888178],[-1 -0.126075086618932 -0.164008483951742 0.784172245537125 0.719104289290189 0 -0.804828208980284 0 -0.257140136579904 -1 0 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00847138803128296 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0.00911440630015096 0 0.0088470423326644 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0.00269309764909574 0 0.0204656883118886 0.0203960961313741 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.00898257108991977 0 0 0 0.00369378132553685 0.00652910334369638 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0.0091404624836813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0.0464256550284083 0 0 0 0 0.0462044434368931 0 0 0 0 0.00275023726632809 0 0.0436675433525513 0 0.00817996346622529 0 0 0 0 0;0 0 0.0160694919144763 0 0 0.0292175961562885 0 0 0 0.114762233386324 0.0219682215110716 0 0.0410895706437981 0 0.0714929685697211 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.00961834971439365 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0.00381352589575024 0 0.00558841675694443 0.0243611389759084 0 0.0207037409700446 0 0.0461190077052954 0.00224427235547402 0.00186756005236344 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0.013732338029672 0 0 0 0.00159634640315156 0.00192969670149944 0 0.077587184116621 0 0.0610414065778272 0 0 0.0496072518267763 0 0.00353723680379064 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0.00342826829706612 0 0.0095700815185727 0 0 0.00823061818276754 0 0.0178963070894062 0 0.0320067719340679 0.00688534948460013 0 0 0 0.00811461065980557 0 0 0;0 0 0 0 0 0 0 0 0 0 0.022298616261417 0 0 0 0 0.000492895316203006 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.00611519198728641 0.0102905878685897 0.0062107120698261 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000715260693824521 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00423569401564148 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],5.59529093054474,5.89178979942693,6.15759312320917
355,355,355,356.mid,C#,220.862493841668,68.1313520697536,5.02826076146591,[0.115466501403473 0.190593519044197 0 0.0517941343334084 0 0.222108165846691 0.0997049572750685 0 0.207433234459594 0.0118441946371229 0.101055293000423 0],44,pop,,,,,,,,,,
356,356,356,357.mid,A#,279.546164449999,72.8919446024111,5.75356489945155,[0.163286082553015 0.00055893837517953 0.195409591457619 0.0554680065284958 0.00296571282185262 0.176010531334749 0 0.142394193339037 0 0.0568986767545223 0.207008266835511 0],53,pop,,,,,,,,,,
357,357,357,358.mid,F,212.31035278125,67.9336572970793,6.21606648199446,[0.19945887012068 0 0.132367132819668 4.92269927824676e-05 0.0892717099667353 0.165099201666489 9.43566347631856e-06 0.108214549058082 0 0.204144545745979 0.101385327966081 0],57,pop,1.0,1.0,[0.0172314855234278 0 0.114193685705335 0 0 0.00906671572150753 0 0.00515148285673842 0 0 0.134192455322248 0;0 0 0 0 0 0 0 0 0 0 0 0;0.0123805596994584 0 0.0305296676707895 0 7.19264695482126e-05 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0.000100057159302846 0 0 0 0 0 0;0.0824188077687136 0 0 0 0 0.02452992334162 0 0.00389572601829761 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0;0.112965278756716 0 0 0 0 0.070404437936144 0 0 0 0.0819445063062769 0 0;0 0 0 0 0 0 0 0 0 0 0 0;0.0653214566027358 0 0 0 0 0.100009997665101 0 0.0649856098891531 0 0 0.00315665954479588 0;0 0 0 0 0 0 0 0.0177933192445996 0 0.049656240787082 0 0;0 0 0 0 0 0 0 0 0 0 0 0],[0.0180405904526232 0 0 0 0 0 0 0.0667709966365421 0.0609547598301766 0.0281381285684044 0.257116175485501 0.102938878143616 0.0844003270665463 0.0121190575964938 0.183923661751394 0.0838968280465948 0 0.074316896147631 0 0.0143157186798743 0 0 0 0 0.0130679815942326],[0.0844003270665463 0.11505793574011 0.441039837236895 0.112034956614999 0.0609547598301766 0.141087892784173 0 0.0143157186798743 0 0 0 0 0.0311085720468558],[-0.789339909176398 -0.16595442759243 0.497690195657428 -1 0.0534836785934011 0 1 0 0 0 0 -0.15984690171252],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000933126970756117 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.10683712226645 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0.0412650541482319 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0517683163788465 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0.0522127385455707 0 0 0.0779968647278742 0.087688244395366 0 0 0.0393781760497492 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.044057360967342 0 0 0.0108544939246254 0 0.0420578070079764 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.0234026091628393 0 0.0128751720702796 0 0.0116284432124505 0 0 0.0123589115289015 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0.0277229688794286 0 0.013731837907591 0 0 0.000988043829946514 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0.0600554122040128 0 0.0208557908520457 0 0.0418900012774085 0.00108575490105031 0.0214450760509653 0.0406011781965403 0 0.00340278787019036 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0.0870099687209353 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0.01475434614353 0 0 0 0 0 0 0 0 0 0.0177744133362936 0 0 0 0 0.00569038315896701 0 0.0141044996110527 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0.0135730956936628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0;0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],4.75991716862268,7.07861010989011,7.14285714285714
